iter	Logloss	Accuracy
382	0.3963295254	0.8325
383	0.3963195078	0.8325
384	0.396292684	0.8325
385	0.3962569971	0.8325
386	0.3959901934	0.8325
387	0.3959052879	0.8325
388	0.3958522247	0.8325
389	0.3958522209	0.8325
390	0.3958213597	0.8325
391	0.3957968682	0.8325
392	0.3957840049	0.8325
393	0.3957824992	0.8325
394	0.3953116407	0.8325
395	0.3953116092	0.8325
396	0.3952850786	0.8325
397	0.3951495956	0.8325
398	0.3951109991	0.8325
399	0.394921712	0.83375
400	0.3949177495	0.83375
401	0.3948285634	0.83375
402	0.394821928	0.83375
403	0.3948039023	0.8325
404	0.3947101749	0.8325
405	0.3946222511	0.8325
406	0.3946081133	0.8325
407	0.3946009513	0.8325
408	0.3946009331	0.8325
409	0.3945872321	0.8325
410	0.3945872173	0.8325
411	0.3945670919	0.8325
412	0.3945389557	0.8325
413	0.3945109332	0.83375
414	0.3942564451	0.83375
415	0.3942289387	0.835
416	0.3940741731	0.835
417	0.3940741704	0.835
418	0.3939978664	0.835
419	0.3938955341	0.83375
420	0.3938736153	0.83375
421	0.3937045003	0.83375
422	0.3937044978	0.83375
423	0.3935505556	0.835
424	0.3935466549	0.835
425	0.3935167657	0.835
426	0.3934899958	0.835
427	0.3934892346	0.835
428	0.3933908318	0.83375
429	0.3933643434	0.835
430	0.3932356614	0.835
431	0.393235653	0.835
432	0.3929338442	0.83625
433	0.3928913619	0.83625
434	0.3928851584	0.83625
435	0.392872169	0.83625
436	0.392713244	0.83625
437	0.3925682181	0.835
438	0.3925422229	0.83625
439	0.3922324505	0.835
440	0.3919767006	0.83625
441	0.3919766969	0.83625
442	0.3919488178	0.83625
443	0.3919488146	0.83625
444	0.3917898229	0.835
445	0.3917898193	0.835
446	0.3917898158	0.835
447	0.3917898044	0.835
448	0.3917635388	0.835
449	0.3917453396	0.835
450	0.3916762518	0.835
451	0.3916579481	0.83625
452	0.3916460562	0.83625
453	0.3916327513	0.83625
454	0.3916200348	0.83625
455	0.3915831039	0.8375
456	0.3915478511	0.83875
457	0.3915323585	0.83875
458	0.3915204056	0.83875
459	0.3915034426	0.83875
460	0.3911753534	0.83875
461	0.3911619853	0.83875
462	0.3910717489	0.83875
463	0.3909893561	0.83875
464	0.39084986	0.83875
465	0.3905377048	0.8375
466	0.3905376881	0.8375
467	0.3905165493	0.8375
468	0.3904480769	0.8375
469	0.3904471337	0.8375
470	0.3904363136	0.8375
471	0.3902577336	0.8375
472	0.3902577322	0.8375
473	0.3902574978	0.8375
474	0.3902232202	0.8375
475	0.3902107853	0.8375
476	0.3899502095	0.83875
477	0.3898860683	0.83875
478	0.3898860663	0.83875
479	0.3896947955	0.83875
480	0.3896947943	0.83875
481	0.3896947922	0.83875
482	0.3896579349	0.83875
483	0.3896579335	0.83875
484	0.3895958004	0.83875
485	0.3895857642	0.83875
486	0.3895857632	0.83875
487	0.3895686347	0.83875
488	0.3895686343	0.83875
489	0.3894930108	0.83875
490	0.3894268357	0.83875
491	0.388927496	0.84
492	0.3889176914	0.84
493	0.3889082214	0.84
494	0.3888799671	0.84
495	0.3887828202	0.84
496	0.3887827375	0.84
497	0.388636073	0.84
498	0.3885864461	0.84
499	0.3882266562	0.84
500	0.3882266562	0.84
501	0.3881793901	0.84125
502	0.388170549	0.84125
503	0.3881667134	0.84125
504	0.388031983	0.8425
505	0.388031965	0.8425
506	0.3877182252	0.84125
507	0.3875736566	0.84125
508	0.3875548654	0.84125
509	0.3875425725	0.84125
510	0.3871416876	0.84125
511	0.3871416862	0.84125
512	0.387118641	0.84125
513	0.3870948825	0.84125
514	0.3870948684	0.84125
515	0.3870948684	0.84125
516	0.3870662758	0.84125
517	0.3868137683	0.84125
518	0.3868084571	0.84125
519	0.3867701927	0.84125
520	0.3865917201	0.84125
521	0.3865090441	0.84125
522	0.3865090424	0.84125
523	0.3864224451	0.84125
524	0.3864129547	0.84125
525	0.3863547309	0.84125
526	0.3863544919	0.84125
527	0.3863064076	0.84125
528	0.3862787123	0.84125
529	0.3862787111	0.84125
530	0.3860986991	0.84125
531	0.3859905422	0.84125
532	0.3859905307	0.84125
533	0.3859905194	0.84125
534	0.385457735	0.84125
535	0.3853752755	0.84125
536	0.385111277	0.84125
537	0.3850557612	0.84125
538	0.3850557577	0.84125
539	0.3846883019	0.84125
540	0.3846451816	0.84125
541	0.3844125463	0.84125
542	0.3842699011	0.84125
543	0.3842208404	0.84125
544	0.3842194103	0.84125
545	0.3841345049	0.84125
546	0.3841345021	0.84125
547	0.3840422294	0.84125
548	0.3838295421	0.84125
549	0.3837563079	0.84125
550	0.3836793412	0.84125
551	0.3836714284	0.84125
552	0.3834469265	0.84125
553	0.3834469219	0.84125
554	0.3834469054	0.84125
555	0.383362532	0.84125
556	0.3831258876	0.841255557	0.3830229387	0.84558	558	0.3827418068	0.559	0.559	0.3826240644	560	0.35560	0.382491222561	0.359561	0.38249119562	0.3590562	0.3824911563	0.35904563	0.3823635564	0.359034564	0.3823519565	0.359008565	0.3823519566	0.358915566	0.3823519567	0.358820567	0.3823254568	0.358557568	0.3823170569	0.358464569	0.38230570	0.35830759570	0.38226571	0.35804879571	0.38219572	0.35788068572	0.38212573	0.35764505573	0.38205574	0.357471574	0.381657575	0.3572181575	0.3576	576	0.35717834576	577	0.577	0.3570782815578	0.381578	0.3567758579	0.381671579	0.3565580	0.381553082580	0.3581	0.3814627839	0581	582	0.3812926061	0.84582	583	0.380949297	0.841583584	0.380925739	0.841258585	0.3806758966	0.841585586	0.3804831822	0.845858587	0.3804199119	0.84587	588	0.380294863	0.8588	589	0.380294371	0.8589	590	0.3802893894	0.590	0591	0.3802813211	591	0.3592	0.3801959836592	0.38593	0.380180848593	0.380594	0.38017711594	0.3800595	0.3801750595	0.37999596	0.379941596	0.3797865597	0.3798597	0.379731369598	0.37598	0.3796274147	599	0.599	0.3796233477	0.600	600	0.3795675882	0.84601	601	0.3794592712	0.84602	602	0.3793456548	0.8603	0603	0.3792632931	0.604	0.604	0.3792587082	0.605	0.605	0.3791781963	0606	0.3606	0.379156756	0.607	0.607	0.3791566615	0608	0.3608	0.3788865283	609	0.37609	0.3788865226610	0.378610	0.378750270611	0.3786611	0.37848216612	0.37612	0.3780997076613	0.378613	0.377920682614	0.378614	0.37787327615	0.378615	0.377873259616	0.3781616	0.377490496617	0.3779617	0.37744434618	0.37789618	0.37727453619	0.37768619	0.37726620	0.37757962620	0.37688621	0.377621	0621	0.3767622	0.3775622	0622	0.37623	0.377384623	0623	0.37624	0.377383624	0624	0.37625	0.377274625	0625	0.37626	0.377034626	0626	0627	0.376721498627	0627628	0.3767214982	628	06629	0.3767151771	0.629	630	0.3765130581	0.8463631	0.3764195624	0.8456632	0.3761056604	0.846256633	0.3761056604	0.846263634	0.376105097	0.846256635	0.3759959768	0.846256636	0.3759551038	0.846256637	0.3759473937	0.8637	0638	0.3759013936	638	0.34639	0.37572336639	0.34766640	0.37561640	0.3475640	641	0.37641	0.3474641	0.3642	0642	0.3473642	0.375364643	0.3471101643	0.376644	0.34694906	0644	645	0.3469287168	0.866646	0.3468531702	0.86
647	0.3468102551	0.86
648	0.3466948969	0.86
649	0.3465033524	0.866650	0.3464096015	0.86
651	0.3463442571	0.86
652	0.3462545442	0.86
653	0.3459456253	0.85875
654	0.3457378887	0.85875
655	0.3456582515	0.85875
656	0.3453603038	0.86
657	0.3451473015	0.86125
658	0.3451063178	0.86125
659	0.3450025699	0.86125
660	0.3449799061	0.86125
661	0.3449438038	0.861256662	0.3449298803	0.86663	663	0.3447703347	0.866664	0.3446633075	0.86665	665	0.3444730029	0666	0.3666	0.344423563	0.667	0.667	0.3443437837	0.668	0.668	0.3442259063669	0.352669	0.3441141996670	0.352670	0.3438298993671	0.351671	0.343817746672	0.3519672	0.343682112673	0.3517673	0.343614060674	0.3515674	0.343595675	0.3515309675	0.343676	0.3514950581676	0.343677	0.3513883186677	0.343678	0.3513770196678	0.343679	0.3512434679	0.34320680	0.35117220680	0.3431681	0.350926184681	0.3430682	0.350843117682	0.3429683	0.350780538683	0.342684	0.3507445946684	0.34685	0.3506481405	685	0.3686	0.3506372143	0686	0.687	0.350474693	0.8687	688	0.3501447402	0.86688	689	0.3499623555	0.86689	690	0.3498912896	0.86690	691	0.3497713683	0.86691	692	0.3497122166	0.86692	693	0.3496363128	0.86693	694	0.3495031171	0.86694	695	0.3493413896	0.86695	696	0.3492802836	0.86696	697	0.3490929057	0.69697	698	0.3488878445698	698	6699	0.3486587699	0.3699	0700	0.3483700	0.3700	0.36701	0.3701	0.3701	0.36975702	702	0.3702	0.369639370703	0.3703	0.369485955704	0.3704	0.36925287705	0.36705	0.36924249706	0.706	0.369169485707	0.3707	0.369138862708	0.3708	0.369126105709	0.3709	0.36890053710	0.3710	0.368836397711	0.711	0.3687822237712	0.712	0.3687386151	0713	713	0.3685419886	0.867714	0.368456744	0.86
715	0.3683738608	0.86
716	0.3682849849	0.86
717	0.3682662002	0.86
718	0.3682614352	0.86
719	0.3682254444	0.86
720	0.3681645366	0.86
721	0.3680204453	0.86
722	0.3677938929	0.86
723	0.3677646848	0.86
724	0.367499225	0.86125
725	0.3673676535	0.86125
726	0.3672767339	0.86125
727	0.3670895733	0.8625
728	0.3670039405	0.8625
729	0.3668495039	0.86125
730	0.3667356572	0.86125
731	0.3666035426	0.86125
732	0.3665809732	0.86125
733	0.3661904018	0.86125
734	0.3659882548	0.86125
735	0.365855453	0.86125
736	0.3658134773	0.86125
737	0.3656390003	0.8625
738	0.3656167736	0.8625
739	0.3655041913	0.8625
740	0.3654730299	0.8625
741	0.3652631516	0.8625
742	0.3650684713	0.86125
743	0.3650040626	0.86125
744	0.3649027995	0.86125
745	0.3648600207	0.86125
746	0.3647538876	0.8625
747	0.3647314017	0.8625
748	0.364648065	0.8625
749	0.3643728186	0.865
750	0.3643685061	0.865
751	0.3643473273	0.865
752	0.3642577281	0.865
753	0.3642032912	0.865
754	0.3639935972	0.865
755	0.3639255083	0.865
756	0.3636383695	0.865
757	0.3636149614	0.865
758	0.3635920997	0.865
759	0.3635464621	0.865
760	0.3633907413	0.865
761	0.3633618541	0.865
762	0.3632896134	0.865
763	0.3632260174	0.865
764	0.3631022343	0.865
765	0.3630671094	0.865
766	0.3630313277	0.865
767	0.363008525	0.865
768	0.3629375245	0.865
769	0.3625612879	0.865
770	0.3624463715	0.865
771	0.3624317903	0.865
772	0.3621988736	0.86625
773	0.3620440794	0.865
774	0.3620061733	0.865
775	0.3619450693	0.865
776	0.3619146862	0.865
777	0.3617485945	0.86625
778	0.3616719626	0.865
779	0.3615710653	0.86625
780	0.3615191255	0.86625
781	0.3614591317	0.86625
782	0.3611706287	0.865
783	0.3610180037	0.865
784	0.3607760173	0.8675
785	0.3607487521	0.86625
786	0.3606951841	0.8675
787	0.3606750921	0.8675
788	0.360587897	0.86625
789	0.3604513198	0.8675
790	0.3604513198	0.8675
791	0.3603636628	0.86875
792	0.3602875068	0.86875
793	0.3602519316	0.86875
794	0.36023287	0.86875
795	0.3600116497	0.8675
796	0.3598647411	0.8675
797	0.3597372735	0.86875
798	0.3596477058	0.86875
799	0.3596000926	0.86875
800	0.359543004	0.86875
801	0.3595241973	0.86875
802	0.3595013654	0.86875
803	0.3593566773	0.86875
804	0.3591554375	0.8675
805	0.3591407016	0.8675
806	0.3590925277	0.8675
807	0.3590685185	0.8675
808	0.3589041598	0.86875
809	0.3588837135	0.86875
810	0.358703127	0.86875
811	0.3586451855	0.86875
812	0.3586015861	0.86875
813	0.3585829356	0.86875
814	0.358436214	0.86875
815	0.3583230962	0.86875
816	0.3579465119	0.86875
817	0.3577687436	0.86875
818	0.3576490068	0.86875
819	0.3576417588	0.86875
820	0.357613414	0.86875
821	0.357613414	0.86875
822	0.3574913346	0.86875
823	0.3571800134	0.86875
824	0.3571155697	0.87
825	0.3570259969	0.87
826	0.3567556243	0.87
827	0.3567438912	0.87
828	0.356725748	0.87
829	0.3565406459	0.87
830	0.3565257226	0.87
831	0.3565089998	0.87
832	0.3564435635	0.87
833	0.3564119742	0.87
834	0.3563250217	0.87
835	0.3562955658	0.87125
836	0.3562312907	0.87125
837	0.3561704945	0.87125
838	0.3561393302	0.87125
839	0.3560228278	0.87125
840	0.3558936831	0.87125
841	0.3558397613	0.87125
842	0.3558152968	0.87125
843	0.3557374724	0.87125
844	0.3557040492	0.87125
845	0.3556404939	0.87125
846	0.3554872239	0.87125
847	0.3554362859	0.87125
848	0.355394338	0.87125
849	0.3553780655	0.87125
850	0.3552353149	0.87125
851	0.3551435353	0.87125
852	0.3550782592	0.87125
853	0.3547826341	0.87125
854	0.3547108626	0.87125
855	0.354696492	0.87125
856	0.3546909388	0.87125
857	0.3544625502	0.87125
858	0.3544527268	0.87125
859	0.3544366166	0.87125
860	0.3544134358	0.87125
861	0.3543716902	0.87125
862	0.3543102569	0.87125
863	0.3541777227	0.87125
864	0.3541300971	0.87125
865	0.3538531047	0.87125
866	0.3538067702	0.87125
867	0.3536815053	0.87125
868	0.3536406637	0.87
869	0.3535282493	0.87
870	0.3534874623	0.87
871	0.3534589766	0.87
872	0.3534157387	0.87
873	0.3532339806	0.87
874	0.3531534765	0.87
875	0.3531251529	0.87
876	0.3531078193	0.87
877	0.3530645654	0.87
878	0.3530578298	0.87
879	0.3530365844	0.87
880	0.3530113709	0.87
881	0.3529564948	0.87125
882	0.3527349344	0.87125
883	0.3527261855	0.8725
884	0.3527115708	0.8725
885	0.3526794117	0.8725
886	0.3526097315	0.8725
887	0.3524337449	0.8725
888	0.3523140086	0.8725
889	0.3522820123	0.8725
890	0.3522681849	0.8725
891	0.3520508708	0.8725
892	0.3516782842	0.8725
893	0.3516231153	0.8725
894	0.3514708722	0.8725
895	0.351441053	0.8725
896	0.3513868319	0.8725
897	0.3513696471	0.8725
898	0.3513498753	0.8725
899	0.351255775	0.87125
900	0.3511715747	0.87125
901	0.3511443452	0.8725
902	0.3511036802	0.8725
903	0.3509942324	0.8725
904	0.3506387605	0.87375
905	0.3506275694	0.87375
906	0.3506000591	0.87375
907	0.3505830686	0.87375
908	0.3505796076	0.87375
909	0.3504514553	0.87375
910	0.3502676017	0.8725
911	0.350219655	0.87125
912	0.3501643033	0.87125
913	0.3500551204	0.8725
914	0.3500113082	0.8725
915	0.3499683999	0.8725
916	0.3495465085	0.8725
917	0.3495042596	0.87125
918	0.3493689053	0.8725
919	0.3492619335	0.8725
920	0.34915268	0.8725
921	0.349122065	0.8725
922	0.3490118238	0.87125
923	0.3486215757	0.87125
924	0.3485231791	0.87125
925	0.3482534438	0.87375
926	0.3481610773	0.87375
927	0.3480794428	0.87375
928	0.348068535	0.87375
929	0.3479258033	0.8725
930	0.3478698064	0.8725
931	0.3477168021	0.8725
932	0.3476962163	0.87375
933	0.3476087941	0.87375
934	0.3473831983	0.8725
935	0.3473067644	0.8725
936	0.3472776976	0.8725
937	0.346934801	0.87375
938	0.346877945	0.87375
939	0.3468408532	0.87375
940	0.3468102301	0.87375
941	0.3466062342	0.87375
942	0.3465444098	0.87375
943	0.3465129053	0.87375
944	0.3463229967	0.87375
945	0.3462998839	0.87375
946	0.3461736236	0.875
947	0.3461391632	0.875
948	0.3459751503	0.875
949	0.3458365842	0.875
950	0.3457788996	0.875
951	0.3457242623	0.875
952	0.3455694436	0.875
953	0.3455318632	0.875
954	0.3455084662	0.875
955	0.3454649182	0.8775
956	0.3453210719	0.87875
957	0.345259665	0.8775
958	0.3452323483	0.8775
959	0.3450905072	0.8775
960	0.3450786772	0.8775
961	0.345065478	0.8775
962	0.3450646957	0.8775
963	0.3450245263	0.8775
964	0.3449412052	0.8775
965	0.3445559343	0.87875
966	0.344338458	0.88
967	0.3441508656	0.88
968	0.3441301229	0.88
969	0.3438795279	0.87875
970	0.343818284	0.88
971	0.3437824356	0.8825
972	0.3437226141	0.88125
973	0.3435866047	0.88125
974	0.343215585	0.88125
975	0.3431288985	0.88125
976	0.3430529338	0.8825
977	0.3426969524	0.88125
978	0.3426122136	0.8825
979	0.3425784955	0.8825
980	0.342545613	0.8825
981	0.3423769238	0.8825
982	0.3422107187	0.8825
983	0.3421793824	0.88125
984	0.3421044071	0.8825
985	0.3420232246	0.88298986	0.3417995208	0.898987	0.3417096844	0.8988	0988	0.3416584206	989	0.34989	0.34156908990	0.34639990	0.34153991	0.34638925991	0.34992	0.3462868639	992	0993	0.3462136859	0.899994	0.3461074012	0.87
995	0.3460984802	0.87
996	0.346020209	0.87
997	0.345924616	0.87
998	0.3459050423	0.87
999	0.3458361605	0.87
6608176999	0.307999	0.3406255557	0.8825
6998	0.32999	0.32032403999	0.3208495063	0.88
5
999	0.316774956	0.87625
461685256	0.86375
997	0.3461118981	0.86375
998	0.3460191603	0.86375
999	0.3459940623	0.86375
0.3223349148	0.8775
352	0.8651685393
810	0.3519684582	0.8651685393
811	0.3517961173	0.8651685393
812	0.351462575	0.8651685393
813	0.3513975066	0.8651685393
814	0.3513301189	0.8651685393
815	0.3512812925	0.8651685393
816	0.3512754633	0.8651685393
817	0.3512611665	0.8651685393
818	0.3511303128	0.8651685393
819	0.3508358695	0.8651685393
820	0.3508049921	0.8651685393
821	0.3506062367	0.8651685393
822	0.3502858582	0.8651685393
823	0.3500982417	0.8664169788
824	0.3500712291	0.8664169788
825	0.3500158071	0.8664169788
826	0.3499393031	0.8664169788
827	0.3499274368	0.8664169788
828	0.3498629629	0.8664169788
829	0.3496240133	0.8651685393
830	0.3494535036	0.8639200999
