iter	Logloss	Accuracy
504	0.3825269718	0.8357705287
505	0.382434437	0.8357705287
506	0.3820660394	0.8346456693
507	0.3818339871	0.8346456693
508	0.3817030479	0.8346456693
509	0.3816233542	0.8346456693
510	0.3813171589	0.8346456693
511	0.381300062	0.8346456693
512	0.3808827581	0.8368953881
513	0.3806621861	0.8368953881
514	0.3804792075	0.8368953881
515	0.380449028	0.8368953881
516	0.3804082293	0.8368953881
517	0.3802327141	0.8368953881
518	0.3801872405	0.8368953881
519	0.3800374406	0.8368953881
520	0.3798889811	0.8380202475
521	0.3798683356	0.8380202475
522	0.3798369276	0.8380202475
523	0.3795122639	0.8368953881
524	0.3795052042	0.8368953881
525	0.379401486	0.8380202475
526	0.3793838348	0.8380202475
527	0.3791994489	0.8391451069
528	0.3789891613	0.8391451069
529	0.3786605833	0.8380202475
530	0.3779681993	0.8380202475
531	0.3778442689	0.8380202475
532	0.3776968222	0.8380202475
533	0.3774443281	0.8380202475
534	0.3772958079	0.8380202475
535	0.3772317301	0.8380202475
536	0.3770970815	0.8380202475
537	0.3770680112	0.8380202475
538	0.3767069803	0.8391451069
539	0.3766465867	0.8391451069
540	0.3760911696	0.8391451069
541	0.3759401015	0.8391451069
542	0.3759221823	0.8391451069
543	0.3759199044	0.8391451069
544	0.3757550452	0.8413948256
545	0.3757509671	0.8413948256
546	0.3756763488	0.8413948256
547	0.3755111765	0.8402699663
548	0.3754263128	0.8402699663
549	0.3753048729	0.8391451069
550	0.3750356607	0.8402699663
551	0.3749395347	0.8402699663
552	0.3746438086	0.8402699663
553	0.3745570222	0.8413948256
554	0.3744427159	0.8413948256
555	0.3744186942	0.8413948256
556	0.3742274591	0.8413948256
557	0.3741669432	0.8413948256
558	0.3737865792	0.842519685
559	0.3731165669	0.8436445444
560	0.3729780646	0.8436445444
561	0.3728996909	0.8436445444
562	0.3728166476	0.8436445444
563	0.3727349123	0.8436445444
564	0.3725682457	0.8436445444
565	0.3725047433	0.8436445444
566	0.3724171821	0.8436445444
567	0.3724076191	0.8436445444
568	0.3722790596	0.8436445444
569	0.372153113	0.842519685
570	0.3721173593	0.842519685
571	0.3720066051	0.842519685
572	0.3718951915	0.842519685
573	0.3717786676	0.842519685
574	0.3715533364	0.8436445444
575	0.3715442433	0.8436445444
576	0.3714495456	0.8436445444
577	0.3714044308	0.8436445444
578	0.371331797	0.8436445444
579	0.3712266654	0.8447694038
580	0.3710729699	0.8447694038
581	0.370921119	0.8447694038
582	0.3708847938	0.8447694038
583	0.3706146052	0.8447694038
584	0.370554371	0.8447694038
585	0.3705213848	0.8447694038
586	0.3705063273	0.8447694038
587	0.3704948259	0.8447694038
588	0.3702244503	0.8447694038
589	0.3701292552	0.8447694038
590	0.3700763871	0.8447694038
591	0.3699640336	0.8447694038
592	0.3698528037	0.8447694038
593	0.3694972851	0.8447694038
594	0.3693471715	0.8447694038
595	0.3692508567	0.8447694038
596	0.3691981059	0.8447694038
597	0.3691142891	0.8447694038
598	0.369037598	0.8447694038
599	0.3690220798	0.8447694038
600	0.3689114128	0.8447694038
601	0.3687841968	0.8447694038
602	0.3686938366	0.8436445444
603	0.3684674586	0.8447694038
604	0.3683589874	0.8436445444
605	0.3682636816	0.8436445444
606	0.3681411165	0.8436445444
607	0.3679571573	0.8436445444
608	0.3677541149	0.842519685
609	0.367719774	0.842519685
610	0.367567297	0.8436445444
611	0.3674629815	0.8436445444
612	0.3674447397	0.8436445444
613	0.3673263948	0.8447694038
614	0.3671911391	0.8436445444
615	0.3669739067	0.8447694038
616	0.3669331239	0.8447694038
617	0.3668778389	0.8447694038
618	0.3668519002	0.8447694038
619	0.3663893984	0.8447694038
620	0.3662644881	0.8447694038
621	0.3662262852	0.8447694038
622	0.3659506425	0.8447694038
623	0.3658570628	0.8447694038
624	0.3655333107	0.8436445444
625	0.3653800861	0.8458942632
626	0.365334681	0.8447694038
627	0.3651925542	0.8458942632
628	0.3649811788	0.8458942632
629	0.3646995335	0.8470191226
630	0.3645697899	0.8470191226
631	0.3645168481	0.8470191226
632	0.3645165953	0.8470191226
633	0.3644179747	0.8470191226
634	0.3643914388	0.848143982
635	0.3643750432	0.848143982
636	0.3642473433	0.848143982
637	0.3641470972	0.848143982
638	0.3639854033	0.848143982
639	0.363502302	0.8470191226
640	0.3633975661	0.8470191226
641	0.3632571946	0.8470191226
642	0.3630351477	0.8470191226
643	0.3629245104	0.8470191226
644	0.3628482681	0.8470191226
645	0.3625845259	0.8470191226
646	0.3625040387	0.8470191226
647	0.3623953766	0.8470191226
648	0.3623751254	0.8470191226
649	0.3621747264	0.848143982
650	0.3619912937	0.848143982
651	0.3618259424	0.848143982
652	0.3617889802	0.848143982
653	0.3612898309	0.848143982
654	0.3610952934	0.848143982
655	0.3609770247	0.848143982
656	0.3609576791	0.848143982
657	0.3606281922	0.8492688414
658	0.3605004049	0.848143982
659	0.3602643837	0.848143982
660	0.3602638797	0.848143982
661	0.3600838494	0.8503937008
662	0.3600283203	0.8492688414
663	0.359815872	0.8515185602
664	0.3596899452	0.8515185602
665	0.3595760857	0.8515185602
666	0.3593291159	0.8515185602
667	0.3592784313	0.8515185602
668	0.3592156623	0.8503937008
669	0.3590993076	0.8503937008
670	0.3589575578	0.8503937008
671	0.3588949114	0.8503937008
672	0.3588346796	0.8503937008
673	0.3586745802	0.8503937008
674	0.3585568985	0.8503937008
675	0.3584924605	0.8503937008
676	0.3583709211	0.8503937008
677	0.3583334799	0.8503937008
678	0.3583038872	0.8492688414
679	0.3582689723	0.8492688414
680	0.358163615	0.8503937008
681	0.3581250465	0.8503937008
682	0.3580445086	0.8503937008
683	0.3578690361	0.8503937008
684	0.3577546418	0.8503937008
685	0.3576482359	0.8503937008
686	0.3576014296	0.8503937008
687	0.3574715714	0.8503937008
688	0.3574517594	0.8503937008
689	0.3573600026	0.8503937008
690	0.3572522703	0.8503937008
691	0.357155622	0.8515185602
692	0.3571060583	0.8503937008
693	0.3570495751	0.8503937008
694	0.3569266906	0.8515185602
695	0.3569105388	0.8515185602
696	0.3566511876	0.853768279
697	0.3565839123	0.853768279
698	0.3564905668	0.853768279
699	0.3563476219	0.853768279
700	0.3561882025	0.8526434196
701	0.3560511653	0.8526434196
702	0.3559324543	0.8526434196
703	0.3558270829	0.8526434196
704	0.3558036668	0.8526434196
705	0.3557431201	0.8526434196
706	0.3555639768	0.8526434196
707	0.355473017	0.8526434196
708	0.3553533699	0.853768279
709	0.3552835276	0.853768279
710	0.3546512862	0.853768279
711	0.3544405013	0.8526434196
712	0.3544188732	0.8515185602
713	0.3539913545	0.853768279
714	0.3538622732	0.8560179978
715	0.353749952	0.8548931384
716	0.3536330934	0.8548931384
717	0.3535792852	0.8560179978
718	0.3535557924	0.8560179978
719	0.3534645418	0.8560179978
720	0.3533707676	0.8548931384
721	0.3533128504	0.8548931384
722	0.353236622	0.8548931384
723	0.3531529575	0.8548931384
724	0.3530726922	0.8548931384
725	0.3526847317	0.8560179978
726	0.3525651547	0.8548931384
727	0.3525567212	0.8548931384
728	0.3524712722	0.8548931384
729	0.352384315	0.8548931384
730	0.3520885301	0.8571428571
731	0.3520263726	0.8571428571
732	0.3519021014	0.8582677165
733	0.3516748472	0.8582677165
734	0.3515009381	0.8582677165
735	0.3514667234	0.8582677165
736	0.351437469	0.8582677165
737	0.3511526293	0.8582677165
738	0.3511334117	0.8582677165
739	0.3511170954	0.8582677165
740	0.3510072649	0.8582677165
741	0.350912505	0.8582677165
742	0.3507037559	0.8582677165
743	0.3504787399	0.8582677165
744	0.3504504641	0.8582677165
745	0.3504075591	0.8582677165
746	0.3503351427	0.8582677165
747	0.3502703329	0.8582677165
748	0.3500520247	0.8582677165
749	0.3499677087	0.8582677165
750	0.3498384199	0.8582677165
751	0.3498208428	0.8571428571
752	0.349818852	0.8571428571
753	0.3496694136	0.8571428571
754	0.3495515627	0.8582677165
755	0.3494164496	0.8582677165
756	0.3493236321	0.8571428571
757	0.3490627559	0.8593925759
758	0.3490027946	0.8593925759
759	0.3487681612	0.8582677165
760	0.3486748864	0.8582677165
761	0.3483607208	0.8582677165
762	0.3482724588	0.8582677165
763	0.3482298331	0.8582677165
764	0.3481190543	0.8582677165
765	0.3480953254	0.8582677165
766	0.3480650265	0.8582677165
767	0.3479307561	0.8582677165
768	0.3478010621	0.8593925759
769	0.3476190445	0.8593925759
770	0.3475740703	0.8593925759
771	0.347455661	0.8593925759
772	0.3473906095	0.8582677165
773	0.347378804	0.8582677165
774	0.3473407817	0.8582677165
775	0.3473101706	0.8582677165
776	0.3472517418	0.8593925759
777	0.3472301179	0.8593925759
778	0.3470204941	0.8593925759
779	0.3469394226	0.8605174353
780	0.3468815001	0.8593925759
781	0.3468640478	0.8593925759
782	0.3466490596	0.8593925759
783	0.3462744943	0.8605174353
784	0.3462499784	0.8605174353
785	0.3459767995	0.8605174353
786	0.3458687894	0.8605174353
787	0.3458439672	0.8605174353
788	0.3457502793	0.8605174353
789	0.3456757092	0.8605174353
790	0.3455674899	0.8605174353
791	0.3452475256	0.8605174353
792	0.3450939695	0.8605174353
793	0.3449340672	0.8605174353
794	0.3449235327	0.8605174353
795	0.3449233769	0.8605174353
796	0.344879887	0.8605174353
797	0.3446576743	0.8605174353
798	0.3446003183	0.8605174353
799	0.3444901806	0.8605174353
800	0.3442974579	0.8605174353
801	0.3442715972	0.8605174353
802	0.3441555527	0.8605174353
803	0.3437636622	0.8627671541
804	0.3436216164	0.8627671541
805	0.3434245319	0.8616422947
806	0.3432184068	0.8627671541
807	0.343087	0.8627671541
808	0.3430512699	0.8627671541
809	0.3430459943	0.8627671541
810	0.3429989027	0.8627671541
811	0.3429381246	0.8627671541
812	0.3428200776	0.8627671541
813	0.3427593648	0.8627671541
814	0.3424765122	0.8627671541
815	0.3424156041	0.8627671541
816	0.3424135636	0.8627671541
817	0.3423686914	0.8627671541
818	0.3423522389	0.8627671541
819	0.3420492494	0.8627671541
820	0.3420076255	0.8627671541
821	0.3419550578	0.8627671541
822	0.3419000735	0.8627671541
823	0.3417792634	0.8627671541
824	0.3417636116	0.8627671541
825	0.3417079778	0.8627671541
826	0.3416637221	0.8627671541
827	0.3415944624	0.8627671541
828	0.3413612933	0.8627671541
829	0.3413095973	0.8627671541
830	0.3412280419	0.8627671541
831	0.3411495744	0.8627671541
832	0.3409973196	0.8627671541
833	0.3409591329	0.8616422947
834	0.3409129134	0.8616422947
835	0.3406320093	0.8627671541
836	0.3405577028	0.8638920135
837	0.3404134153	0.8638920135
838	0.3400533777	0.8627671541
839	0.3399964798	0.8627671541
840	0.339773066	0.8627671541
841	0.3396189271	0.8627671541
842	0.3395506264	0.8627671541
843	0.3395230785	0.8627671541
844	0.3394531069	0.8627671541
845	0.3393444558	0.8627671541
846	0.3393195499	0.8627671541
847	0.3392885026	0.8627671541
848	0.3392657685	0.8638920135
849	0.3391347565	0.8638920135
850	0.3390649224	0.8638920135
851	0.3389440222	0.8638920135
852	0.3388829715	0.8638920135
853	0.3388106853	0.8638920135
854	0.3387254088	0.8638920135
855	0.3386988181	0.8638920135
856	0.3385197626	0.8638920135
857	0.3384024076	0.8638920135
858	0.3383718448	0.8638920135
859	0.3382605251	0.8638920135
860	0.3381329044	0.8638920135
861	0.3381220879	0.8638920135
862	0.3379469632	0.8638920135
863	0.3378261825	0.8638920135
864	0.3377201563	0.8638920135
865	0.3376902227	0.8638920135
866	0.3376455199	0.8638920135
867	0.3376033272	0.8638920135
868	0.3374610206	0.8638920135
869	0.3373013094	0.8638920135
870	0.3371921445	0.8638920135
871	0.3370544122	0.8638920135
872	0.3369642017	0.8638920135
873	0.3369503634	0.8638920135
874	0.3368803783	0.8638920135
875	0.3367034037	0.8661417323
876	0.3366335809	0.8672665917
877	0.3365582114	0.8672665917
878	0.3365473328	0.8672665917
879	0.3362556213	0.8661417323
880	0.3361099604	0.8661417323
881	0.3358942879	0.8661417323
882	0.3358540219	0.8661417323
